Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Albania,ALB,Trained teachers in primary education (% of total teachers),SE.PRM.TCAQ.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.9208068847656,..,..,61.7683296203613
Albania,ALB,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,167.421,160.351,157.236,150.982,145.378,139.459,134.11,130.189,124.999,120.11,116.338,112.932,109.049,106.771,104.29,101.7,100.642,98.426,97.575,95.975,86.186,83.539,80.301,77.97,76.308,75.891,73.936,71.323,68.939,67.756,66.103,65.558,63.966,63.756,63.612,62.433,61.445,66.065,60.466,59.592,58.575,57.713,56.949,56.05,55.595,54.775,54.28,51.505,50.737,50.082,49.624,49.243,49.876,49.424,48.016,46.822,45.389,44.163,42.912,42.182,56.31,..
Albania,ALB,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,220.933,213.827,207.742,200.884,194.071,190.045,186.721,181.278,176.931,171.922,167.35,164.487,161.057,156.707,153.534,151.071,149.649,147.233,147.545,145.827,138.768,137.798,136.635,135.146,134.115,133.755,131.735,129.084,128.714,127.84,127.21,125.625,123.24,121.291,119.91,118.502,116.932,134.619,113.276,112.103,110.606,109.086,107.491,106.344,105.25,104.528,104.124,97.193,97.633,96.591,95.606,94.095,93.879,93.142,89.576,86.126,82.916,79.586,76.657,74.029,114.508,..
Albania,ALB,GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1496.55816415098,1648.48300356551,1862.51223455378,2018.81384297748,2211.91909622176,2303.52228325433,2443.656043712,2581.81781112876,2728.72063981666,2933.92666937256,3128.63432233761,3316.0212397957,3379.48077602941,3542.56560387842,3680.2291406246,3710.05864702874,3845.43612292683,3891.59135349458,3999.65160416934,4155.5351617098,4261.22377417112,4427.83551023927,4487.60480077496,..,..
Algeria,DZA,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.9,..,..,..,..,22.9,..,..,22.5,..,..,..,..,23.6,..,24,..,..,..,15.4,..,..,..,..,..,11.7,..,..,..,..,..,..,9.8,..,..
Algeria,DZA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.04504013061523,8.86452007293701,..,10.293140411377,11.0127000808716,11.1453800201416,10.9882898330688,10.4694900512695,10.1542501449585,11.4182500839233,..,..,13.7246398925781,..,15.6538095474243,17.3711605072021,18.5779495239258,19.1494197845459,20.872859954834,21.3378391265869,23.6013298034668,..,29.9093799591064,29.8894290924072,31.21409034729,32.201530456543,33.8909912109375,34.481819152832,36.7813186645508,42.628849029541,47.6468315124512,51.3656692504883,52.6199417114258,52.4986190795898,53.7417411804199
Algeria,DZA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.6308784484863,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.8734970092773,..,..,..,72.648681640625,..,75.1360473632813,..,..,..,..,..,..,..,..,..,81.4078369140625,..,..,..
Algeria,DZA,Trained teachers in primary education (% of total teachers),SE.PRM.TCAQ.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.728141784668,94.6377334594727,95.6770172119141,97.1265411376953,97.9197616577148,98.3455963134766,98.5262832641602,99.267219543457,98.8581466674805,..,..,..,..,..,..,100,100,..,..,..,..,..,..
Algeria,DZA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,415.092,420.447,434.711,418.169,421.449,423.421,429.427,430.434,432.146,431.96,428.478,422.111,413.278,406.11,389.976,379.649,366.711,349.018,334.301,315.315,295.197,271.323,247.779,230.873,215.492,199.234,182.838,183.026,176.659,174.999,169.493,163.009,158.867,159.909,160.429,155.379,144.067,137.47,132.986,129.706,122.518,118.536,115.008,118.187,111.231,108.282,104.914,101.135,97.348,89.853,89.837,86.684,84.511,81.315,76.294,73.471,73.67,73.642,70.794,66.864,81.699,..
Algeria,DZA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,585.748,585.925,617.179,461.11,464.704,466.74,470.159,470.6,470.467,471.322,467.727,462.344,454.74,445.929,437.377,426.171,415.306,401.958,389.545,373.304,357.691,336.287,313.904,291.68,265.398,244.692,230.092,220.773,199.963,201.13,198.029,197.356,199.727,199.93,214.589,213.963,187.98,183.983,181.296,164.327,159.175,152.528,147.159,143.015,138.371,134.892,132.766,131.201,127.462,121.076,117.447,115.023,116.076,111.636,107.89,101.649,99.763,100.076,97.97,95.854,114.976,..
Algeria,DZA,GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,2402.67924025215,2114.84914396105,1565.16015703657,1898.82637530642,1934.85162329295,1972.50825351072,1816.61122192682,1978.51999178207,2162.3191920301,2321.85022296319,2429.35247689672,2129.32901465648,2662.07648204807,2689.19599178453,2825.14691643138,2848.03524415622,2928.11087553819,2876.01287485088,3075.81587442144,3194.32424071556,3119.93117852944,3100.43530477829,3205.31611534943,3289.59662792033,3380.79408538344,3402.66884372496,3315.99159820287,3195.92036455694,3051.30143122308,3115.08066272735,3061.45868902952,2913.46631778251,2924.48326074983,2820.92130588395,2726.05311015577,2756.87747722481,2815.5862706833,2815.02814780855,2927.05146131099,2967.07596165714,3014.03266139136,3108.55288907428,3215.99637243623,3403.04758671771,3482.22512571348,3600.68452770604,3633.72493201499,3783.56285639005,3827.9247425369,3815.14421084222,3903.19654672183,3912.26226829086,3955.96740157663,3961.24730374672,4022.33939795638,4088.3752625149,4192.96471308169,4144.74156423149,4074.86547313416,4043.97960195978,3790.80258068895,3845.98285060129
American Samoa,ASM,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.4813499450684,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.3441619873047,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Trained teachers in primary education (% of total teachers),SE.PRM.TCAQ.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Trained teachers in primary education (% of total teachers),SE.PRM.TCAQ.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Andorra,AND,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.1,..,..,..,..,..,..,..,..,..,..,29.2,..,..,..,..,..,..,..,37.6,..,..,..,..,..,..
Angola,AGO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.583549976348877,0.548280000686646,0.55307000875473,0.545040011405945,0.505010008811951,..,..,..,..,..,0.549719989299774,0.498290002346039,..,..,0.713360011577606,2.63499999046326,1.9757399559021,2.43892002105713,2.3798201084137,..,..,..,..,6.13030004501343,..,8.83833026885986,..,8.40093994140625,9.33625984191895,9.32431888580322,9.01266860961914,10.6302900314331,..,..
Angola,AGO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.4054183959961,..,..,..,..,..,..,..,..,..,..,..,..,66.0301132202148,..,..,..,..,..,..,72.2799987792969
Angola,AGO,Trained teachers in primary education (% of total teachers),SE.PRM.TCAQ.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.4864196777344,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,417.058,419.386,416.82,415.982,413.565,409.164,408.898,405.904,400.775,398.544,395.104,393.661,392.374,387.981,384.356,390.813,392.141,390.889,386.686,382.865,380.987,379.271,376.916,389.52,385.7,384.069,383.848,400.842,395.517,393.36,391.688,372.739,389.433,380.831,368.946,359.414,359.432,356.158,366.405,360.65,360.01,349.638,348.413,329.859,320.654,312.939,306.638,293.787,289.154,276.31,266.289,260.537,247.851,243.505,236.076,229.953,229.534,222.983,213.533,214.355,212.645,..
Angola,AGO,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,473.846,543.464,542.759,540.674,539.104,536.085,536.275,533.971,530.59,527.777,525.074,521.007,517.812,515.749,511.698,531.136,537.501,536.039,529.682,524.792,521.651,515.358,513.248,541.646,539.274,533.556,530.007,582.573,566.657,561.656,559.379,508.697,544.587,587.898,553.672,437.717,433.677,432.576,477.222,495.987,469.15,481.08,454.962,409.718,400.21,391.77,389.257,376.381,367.605,359.053,353.366,345.748,337.853,332.765,326.818,321.296,316.08,308.611,308.888,305.594,313.481,..
Angola,AGO,GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1799.82316158154,1808.86261032849,1903.69941036765,2079.01357069967,2187.47062046586,2453.46377325983,2504.32187867324,2703.47527190556,2680.99607387936,2666.68049563361,2815.56259255715,2885.80612101167,2968.63442856688,2943.17748568538,2759.3743139009,2627.65420008614,2436.21136720798,2281.072103664,2119.3182150804,2055.82989915411
Antigua and Barbuda,ATG,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.0529804229736,16.7262306213379,15.0592203140259,24.8302593231201,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.9499969482422,..,..,..,..,..,..,..,..,..,98.9499969482422,..,..,..,98.9499969482422,..,..,..,..,..,..
Antigua and Barbuda,ATG,Trained teachers in primary education (% of total teachers),SE.PRM.TCAQ.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.9064712524414,..,..,..,..,..,..,67.286247253418,52.8888893127441,57.1222991943359,54.7523384094238,64.8395690917969,60.1324501037598,..,70.1680679321289,65.2916107177734,60.9724006652832,55.1515197753906,52.8186302185059,..,..,..
Antigua and Barbuda,ATG,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,211.462,203.896,196.242,189.005,179.062,171.284,163.932,156.291,149.843,141.881,137.794,131.583,129.591,127.885,123.388,121.574,119.623,117.975,114.248,112.913,112.289,111.191,109.799,110.242,109.881,109.324,109.245,108.824,109.258,110.762,109.787,110.346,109.737,110.618,108.234,106.675,103.508,101.454,99.899,97.647,94.431,90.393,88.35,92.333,93.223,90.285,90.859,87.766,85.371,83.496,82.084,79.518,77.028,74.345,71.352,71.265,68.379,66.718,63.384,60.871,58.544,..
Antigua and Barbuda,ATG,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,298.811,290.918,283.213,272.962,265.347,255.054,245.208,236.141,227.686,218.915,214.574,208.678,204.709,199.509,196.414,193.992,187.329,185.795,183.354,181.773,179.298,177.189,176.142,175.082,173.896,172.895,172.448,172.167,171.261,170.813,169.417,169.047,169.4,165.86,165.3,165.184,164.399,163.887,164.165,160.669,160.223,156.059,150.197,148.333,144.764,147.158,149.647,146.949,144.838,141.644,139.37,135.478,132.069,128.908,125.117,121.164,117.334,114.053,110.404,106.9,104.003,..
Antigua and Barbuda,ATG,GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13925.5573715609,..,..,..,..,..,..
Argentina,ARG,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.1,..,16.9,..,..,..,..,..,..,..,..,8.2,..,..,..,..,..,..,..,..,..,..,..,..,8.7,..,..,..
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,..,..,..,..,..,..,..,13.2443504333496,15.3060302734375,16.4837608337402,19.6180801391602,22.7486896514893,26.975980758667,27.0718193054199,24.0776195526123,21.3801898956299,22.2299098968506,21.7346897125244,23.1026306152344,23.8299999237061,24.8389301300049,28.6764698028564,35.4959487915039,37.424991607666,39.2206497192383,..,..,..,38.1191101074219,..,..,37.0013313293457,..,..,..,46.9607009887695,48.8317184448242,53.9648094177246,59.0115509033203,62.7487297058105,65.1762619018555,65.4853668212891,63.9666709899902,66.964729309082,66.4116287231445,68.0569534301758,70.2064590454102,73.2313995361328,76.2974014282227,77.4462890625,78.2238998413086,80.9958114624023,84.0019989013672,87.2134475708008,89.9585189819336,91.6006011962891,95.4479064941406,99.1662673950195,..
Argentina,ARG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.9128570556641,..,..,..,..,..,..,..,..,..,..,96.0407180786133,..,..,..,..,..,..,..,..,..,97.1933135986328,..,..,..,..,98.6108016967773,..,..,98.9834213256836,98.9549713134766,99.1083297729492,99.1052322387695,99.1219482421875,98.9938888549805,99.1799621582031,99.1250076293945,..,99.0038681030273,..,..,..
Argentina,ARG,Trained teachers in primary education (% of total teachers),SE.PRM.TCAQ.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,163.427,158.44,158.609,155.531,156.218,153.427,150.516,148.307,148.919,150.07,143.246,147.703,144.316,141.005,138.253,134.094,133.449,127.437,128.417,127.241,128.967,124.291,126.497,125.944,128.028,128.104,125.162,122.404,119.584,117.014,115.717,110.058,110.21,109.009,108.916,107.854,107.068,107.397,105.342,103.831,102.208,99.422,95.58,102.93,95.868,92.45,90.894,92.523,88.91,87.333,88.828,84.699,79.569,79.171,78.091,76.307,79.285,75.849,73.538,70.582,87.621,..
Argentina,ARG,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,269.098,263.573,268.467,266.354,270.349,267.262,262.958,264.912,271.789,276.196,264.347,266.788,263.822,260.937,263.564,257.612,260.032,252.2,246.411,243.483,244.167,241.376,245.044,238.57,241.856,231.05,223.76,216.781,208.954,204.05,197.946,192.838,191.719,191.683,177.904,181.927,180.225,187.009,181.185,178.221,176.243,174.541,174.967,174.324,165.484,163.848,159.537,167.463,157.517,152.466,154.367,150.196,148.625,147.396,142.238,143.506,147.558,140.418,138.893,136.151,147.707,..
